name,height,weight,reach,stance,age,dob,wins,losses,draws,height,weight,reach,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Art Jimmerson,1.85,196.0,1.85,Orthodox,30.28,1963-08-04,0,1,0,1.85,196.0,1.85,0.0,0.0,1.74,0.57,0.0,0.0,1.0,0.0,0.0
Artem Lobov,1.75,145.0,1.65,Southpaw,32.21,1986-08-11,14,15,1,1.75,145.0,1.65,5.02,0.47,6.44,0.55,0.53,0.25,0.27,0.0,0.47
Asbel Cancio,1.78,225.0,1.78,0,17.18,1978-01-30,0,1,0,1.78,225.0,1.78,0.0,0.0,34.29,0.67,0.0,0.0,1.0,0.0,0.0
Ashkan Mokhtarian,1.68,125.0,1.7,Southpaw,32.18,1985-09-15,13,3,0,1.68,125.0,1.7,2.1,0.44,4.34,0.59,0.54,0.17,0.67,0.0,0.81
Ashlee Evans-Smith,1.73,125.0,1.7,Orthodox,31.61,1987-07-09,6,4,0,1.73,125.0,1.7,6.78,0.42,4.75,0.39,1.24,0.21,0.19,0.0,0.6
Ashley Yoder,1.7,115.0,1.75,Southpaw,32.02,1987-10-20,7,5,0,1.7,115.0,1.75,5.84,0.56,4.31,0.54,1.0,0.33,0.3,0.6,0.58
Askar Askarov,1.68,125.0,1.7,Orthodox,27.28,1992-10-09,11,0,1,1.68,125.0,1.7,4.97,0.57,5.2,0.56,2.0,0.22,0.33,0.0,0.92
Aspen Ladd,1.68,135.0,1.68,Orthodox,24.77,1995-03-01,9,1,0,1.68,135.0,1.68,7.45,0.61,6.55,0.61,2.45,0.75,0.33,1.22,0.9
Assuerio Silva,1.78,241.0,1.78,Orthodox,32.84,1974-06-18,15,8,0,1.78,241.0,1.78,4.29,0.67,7.41,0.53,3.22,0.39,0.0,0.0,0.65
Augusto Mendes,1.68,135.0,1.65,Orthodox,34.12,1983-03-03,6,2,0,1.68,135.0,1.65,4.69,0.5,3.97,0.45,1.75,0.33,0.0,0.0,0.75
Augusto Montano,1.85,170.0,1.85,Orthodox,31.9,1984-10-25,15,3,0,1.85,170.0,1.85,3.87,0.49,5.07,0.56,0.0,0.0,0.33,0.0,0.83
Augusto Sakai,1.91,265.0,1.96,Orthodox,28.35,1991-05-09,14,1,1,1.91,265.0,1.96,6.36,0.48,4.7,0.43,0.5,0.5,0.0,0.0,0.88
Austin Arnett,1.83,145.0,1.83,Orthodox,27.3,1991-10-22,16,6,0,1.83,145.0,1.83,4.29,0.45,6.32,0.45,0.56,0.18,0.43,0.0,0.73
Austin Hubbard,1.78,155.0,1.8,Orthodox,28.21,1991-12-22,11,4,0,1.78,155.0,1.8,5.04,0.52,3.16,0.45,1.0,0.6,0.55,0.0,0.73
Austin Lingo,1.78,145.0,1.78,Orthodox,25.58,1994-07-10,7,1,0,1.78,145.0,1.78,1.07,0.24,3.27,0.61,1.0,1.0,0.5,0.0,0.88
Azamat Gashimov,1.68,125.0,1.68,Orthodox,23.11,1990-04-07,10,3,0,1.68,125.0,1.68,2.94,0.39,8.02,0.57,1.69,0.25,0.0,0.0,0.77
BJ Penn,1.75,155.0,1.78,Orthodox,40.41,1978-12-13,16,14,2,1.75,155.0,1.78,3.89,0.45,7.94,0.48,0.0,0.0,0.33,0.0,0.5
Bart Palaszewski,1.75,145.0,1.78,Orthodox,29.35,1983-05-30,35,17,0,1.75,145.0,1.78,2.84,0.33,7.6,0.64,0.0,0.0,0.45,1.37,0.67
Bartosz Fabinski,1.83,170.0,1.9,Orthodox,32.56,1986-04-26,14,3,0,1.83,170.0,1.9,6.04,0.8,3.52,0.68,7.17,0.71,0.2,0.0,0.82
Bas Rutten,1.85,205.0,1.85,Orthodox,34.2,1965-02-24,28,4,1,1.85,205.0,1.85,12.4,0.85,8.69,0.66,0.0,0.0,0.6,0.74,0.85
Bea Malecki,1.75,135.0,1.88,Orthodox,28.56,1991-08-23,4,0,0,1.75,135.0,1.88,10.01,0.54,7.01,0.4,0.0,0.0,0.21,1.36,1.0
Bec Rawlings,1.68,125.0,1.63,Orthodox,29.15,1989-02-11,7,8,0,1.68,125.0,1.63,5.07,0.43,6.97,0.48,0.92,0.5,0.43,0.23,0.47
Belal Muhammad,1.8,170.0,1.83,Orthodox,31.16,1988-07-09,16,3,0,1.8,170.0,1.83,6.2,0.47,3.67,0.36,1.67,0.26,0.17,0.42,0.84
Ben Askren,1.8,170.0,1.85,Orthodox,35.27,1984-07-18,19,2,0,1.8,170.0,1.85,6.07,0.61,6.76,0.68,4.33,0.56,1.0,0.87,0.9
Ben Earwood,1.73,170.0,1.73,Orthodox,11.44,1989-06-08,12,3,0,1.73,170.0,1.73,6.4,0.9,2.9,0.94,3.0,1.0,0.0,0.0,0.8
Ben Nguyen,1.65,125.0,1.65,Switch,30.33,1988-08-03,17,8,0,1.65,125.0,1.65,4.17,0.44,4.83,0.52,0.29,0.5,0.38,0.57,0.68
Ben Rothwell,1.93,265.0,1.98,Orthodox,38.14,1981-10-17,37,12,0,1.93,265.0,1.98,4.5,0.43,5.46,0.53,0.0,0.0,0.0,0.2,0.76
Ben Saunders,1.88,170.0,1.96,Orthodox,36.67,1983-04-13,22,13,2,1.88,170.0,1.96,5.55,0.68,3.88,0.6,0.0,0.0,0.8,2.04,0.59
Ben Sosoli,1.83,265.0,1.83,Southpaw,30.2,1989-12-10,7,3,0,1.83,265.0,1.83,1.88,0.27,4.43,0.53,0.0,0.0,0.0,0.0,0.7
Ben Wall,1.78,155.0,1.85,Orthodox,25.13,1989-03-25,7,2,1,1.78,155.0,1.85,1.76,0.33,6.76,0.74,0.0,0.0,0.0,0.0,0.7
Beneil Dariush,1.78,155.0,1.83,Southpaw,30.84,1989-05-06,18,4,1,1.78,155.0,1.83,5.66,0.66,2.75,0.6,4.04,0.5,0.0,2.69,0.78
Benito Lopez,1.78,135.0,1.85,Switch,25.27,1994-04-06,10,1,0,1.78,135.0,1.85,4.34,0.43,4.83,0.45,0.0,0.0,1.0,0.45,0.91
Benji Radach,1.78,185.0,1.78,Orthodox,23.48,1979-04-05,21,7,0,1.78,185.0,1.78,5.73,0.75,1.93,0.76,0.0,0.0,0.13,0.0,0.75
Benny Alloway,1.8,170.0,1.9,Orthodox,32.52,1981-02-19,13,6,0,1.8,170.0,1.9,2.18,0.6,3.54,0.54,0.62,0.5,0.73,0.0,0.68
Benson Henderson,1.75,170.0,1.78,Southpaw,32.03,1983-11-16,23,5,0,1.75,170.0,1.78,4.81,0.56,4.84,0.53,1.35,0.32,0.4,0.58,0.82
Bentley Syler,1.63,125.0,1.73,Orthodox,32.24,1982-12-22,5,1,0,1.63,125.0,1.73,2.16,0.28,1.73,0.2,0.0,0.0,0.25,0.0,0.83
Bernardo Magalhaes,1.75,155.0,1.65,Orthodox,31.17,1981-04-08,11,3,0,1.75,155.0,1.65,1.87,0.28,3.87,0.35,0.0,0.0,0.0,0.5,0.79
Besam Yousef,1.8,170.0,1.8,Orthodox,28.03,1985-03-25,6,2,0,1.8,170.0,1.8,10.62,0.75,6.64,0.7,1.33,0.67,0.5,0.0,0.75
Bethe Correia,1.65,135.0,1.63,Orthodox,36.25,1983-06-22,11,4,1,1.65,135.0,1.63,4.54,0.44,6.02,0.45,0.43,0.2,0.2,0.0,0.69
Bevon Lewis,1.91,185.0,2.01,Orthodox,28.73,1991-05-05,7,2,0,1.91,185.0,2.01,5.2,0.52,3.3,0.5,0.0,0.0,0.0,0.0,0.78
Bharat Kandare,1.7,135.0,1.83,Orthodox,30.43,1987-06-20,5,3,0,1.7,135.0,1.83,0.7,0.1,2.11,0.3,0.0,0.0,0.0,0.0,0.62
Bill Mahood,1.91,200.0,1.91,Orthodox,38.34,1967-02-01,20,7,1,1.91,200.0,1.91,0.87,1.0,13.91,0.97,0.0,0.0,1.0,0.0,0.71
Billy Quarantillo,1.78,145.0,1.78,Orthodox,31.0,1988-12-08,13,2,0,1.78,145.0,1.78,16.75,0.84,0.72,0.67,1.81,1.0,0.0,9.04,0.87
Blagoy Ivanov,1.8,250.0,1.85,Southpaw,33.07,1986-10-09,18,3,0,1.8,250.0,1.85,3.8,0.43,4.01,0.44,1.07,0.62,0.25,0.21,0.86
Bob Cook,1.75,170.0,1.75,Orthodox,13.03,1987-02-27,5,0,0,1.75,170.0,1.75,8.18,0.68,4.01,0.4,2.31,0.2,0.0,4.63,1.0
Bob Gilstrap,1.91,200.0,1.91,Orthodox,12.07,1986-04-18,5,6,0,1.91,200.0,1.91,0.0,0.0,1.15,1.0,0.0,0.0,1.0,0.0,0.45
Bobby Green,1.78,155.0,1.8,Orthodox,33.19,1986-09-09,24,10,1,1.78,155.0,1.8,6.92,0.54,4.85,0.42,1.0,0.25,0.4,0.2,0.69
Bobby Hoffman,1.88,245.0,1.88,Orthodox,33.01,1968-10-28,36,10,1,1.88,245.0,1.88,3.91,0.66,6.1,0.9,2.69,0.83,1.0,0.54,0.77
Bobby Moffett,1.78,145.0,1.85,Orthodox,29.19,1990-06-01,14,5,0,1.78,145.0,1.85,3.82,0.39,4.32,0.43,2.39,0.6,0.33,1.19,0.74
Bobby Nash,1.83,170.0,1.88,Orthodox,27.67,1990-03-26,8,4,0,1.83,170.0,1.88,5.58,0.48,4.58,0.52,2.37,0.33,0.0,1.58,0.67
Bobby Voelker,1.83,170.0,1.9,Orthodox,35.12,1979-04-26,24,12,0,1.83,170.0,1.9,6.15,0.44,6.81,0.62,1.19,0.5,0.3,0.0,0.67
Bojan Mihajlovic,1.8,205.0,1.85,Orthodox,37.43,1980-03-30,10,6,0,1.8,205.0,1.85,1.94,0.45,7.32,0.64,0.0,0.0,0.0,0.0,0.62
Bojan Velickovic,1.83,170.0,1.93,Southpaw,28.92,1988-12-18,15,6,1,1.83,170.0,1.93,6.37,0.6,3.78,0.57,0.6,0.27,0.42,0.4,0.68
Boston Salmon,1.75,135.0,1.75,Southpaw,28.91,1990-11-20,6,3,0,1.75,135.0,1.75,5.99,0.62,10.49,0.56,0.0,0.0,0.0,0.0,0.67
Brad Blackburn,1.78,170.0,1.85,Orthodox,32.88,1977-05-25,18,13,1,1.78,170.0,1.85,6.41,0.42,3.79,0.36,1.21,0.57,0.0,0.6,0.56
Brad Gumm,1.8,170.0,1.8,Orthodox,23.4,1977-04-28,10,6,1,1.8,170.0,1.8,6.55,0.75,5.9,0.7,0.0,0.0,0.86,0.75,0.59
Brad Imes,2.01,265.0,2.01,Orthodox,30.07,1977-03-13,13,7,0,2.01,265.0,2.01,4.02,0.45,8.87,0.64,1.57,0.75,1.0,1.05,0.65
Brad Katona,1.68,135.0,1.63,Orthodox,27.74,1991-12-19,9,2,0,1.68,135.0,1.63,3.76,0.52,7.76,0.62,1.0,0.2,0.56,0.0,0.82
Brad Kohler,1.75,220.0,1.75,Orthodox,35.33,1964-05-26,11,14,0,1.75,220.0,1.75,7.28,0.8,1.7,0.62,5.67,0.57,0.0,0.0,0.44
Brad Morris,1.88,205.0,1.88,Orthodox,28.88,1979-11-01,10,6,0,1.88,205.0,1.88,0.5,0.62,15.69,0.83,0.0,0.0,1.0,0.0,0.62
Brad Pickett,1.68,135.0,1.73,Orthodox,38.48,1978-09-24,26,14,0,1.68,135.0,1.73,3.31,0.4,5.46,0.5,1.75,0.55,0.58,0.0,0.65
Brad Riddell,1.7,155.0,1.8,Orthodox,28.4,1991-09-30,8,1,0,1.7,155.0,1.8,5.47,0.62,2.57,0.49,1.0,1.0,0.42,0.0,0.89
Brad Tavares,1.85,185.0,1.88,Orthodox,31.87,1987-12-21,17,7,0,1.85,185.0,1.88,4.51,0.51,3.37,0.41,0.0,0.0,0.06,0.0,0.71
Bradley Scott,1.85,170.0,1.93,0,28.92,1989-06-24,12,6,0,1.85,170.0,1.93,4.31,0.45,5.23,0.45,0.26,0.2,0.57,0.51,0.67
Branden Lee Hinkle,1.91,235.0,1.91,Orthodox,32.92,1973-07-29,15,11,0,1.91,235.0,1.91,3.98,0.76,8.4,0.82,4.34,0.57,0.33,4.34,0.58
Brandon Davis,1.78,135.0,1.83,Orthodox,29.39,1990-05-08,10,8,0,1.78,135.0,1.83,4.3,0.43,6.27,0.6,1.0,0.44,0.67,0.25,0.56
Brandon Moreno,1.7,125.0,1.78,Orthodox,26.27,1993-12-07,17,5,1,1.7,125.0,1.78,4.41,0.43,4.08,0.43,1.24,0.39,0.22,0.0,0.74
Brandon Thatch,1.88,170.0,1.88,Switch,31.47,1985-07-11,11,5,0,1.88,170.0,1.88,3.86,0.57,8.76,0.68,0.58,0.5,0.56,1.16,0.69
Brandon Vera,1.91,230.0,1.93,Orthodox,35.89,1977-10-10,12,7,0,1.91,230.0,1.93,3.5,0.64,6.82,0.71,0.47,0.4,0.59,0.23,0.63
Brandon Wolff,1.75,170.0,1.75,Orthodox,33.6,1975-10-18,7,5,0,1.75,170.0,1.75,1.9,0.67,1.9,0.73,0.0,0.0,0.0,0.0,0.58
Brendan Allen,1.88,185.0,1.9,Orthodox,24.17,1995-12-28,14,3,0,1.88,185.0,1.9,4.55,0.66,3.13,0.69,2.24,0.5,0.5,4.47,0.82
Brendan Loughnane,1.78,145.0,1.78,Switch,23.03,1989-12-05,16,4,0,1.78,145.0,1.78,6.4,0.68,7.93,0.5,0.0,0.0,0.08,0.0,0.8
Brendan O'Reilly,1.7,170.0,1.75,Orthodox,28.74,1987-06-24,6,3,0,1.7,170.0,1.75,5.24,0.63,7.6,0.69,3.26,0.5,0.5,0.47,0.67
Brendan Schaub,1.93,245.0,1.98,Orthodox,31.72,1983-03-18,11,5,0,1.93,245.0,1.98,4.26,0.56,7.16,0.67,2.99,0.47,0.43,0.75,0.69
Brett Johns,1.7,135.0,1.8,Orthodox,27.93,1992-02-21,16,2,0,1.7,135.0,1.8,6.89,0.64,6.72,0.58,4.32,0.52,0.43,0.82,0.89
Brian Bowles,1.7,135.0,1.78,Orthodox,32.92,1980-06-22,10,3,0,1.7,135.0,1.78,3.41,0.34,4.45,0.42,0.95,1.0,1.0,0.95,0.77
Brian Camozzi,1.88,170.0,1.98,Orthodox,26.66,1991-06-24,7,5,0,1.88,170.0,1.98,3.39,0.28,6.92,0.47,0.0,0.0,1.0,0.73,0.58
Brian Cobb,1.8,155.0,1.8,Orthodox,23.69,1985-06-13,19,6,0,1.8,155.0,1.8,13.54,0.81,3.68,0.44,5.8,0.5,1.0,0.0,0.76
Brian Ebersole,1.83,170.0,1.85,Southpaw,34.52,1980-11-27,51,17,1,1.83,170.0,1.85,4.46,0.57,4.35,0.53,0.92,0.12,0.75,0.0,0.74
Brian Foster,1.75,170.0,1.8,Orthodox,26.63,1984-04-03,18,5,0,1.75,170.0,1.8,5.5,0.5,3.42,0.52,3.67,0.6,0.62,1.83,0.78
Brian Gassaway,1.85,170.0,1.85,Orthodox,33.04,1972-08-07,29,20,2,1.85,170.0,1.85,0.43,0.5,7.5,0.6,0.0,0.0,0.5,0.0,0.57
Brian Houston,1.88,185.0,1.98,Orthodox,32.72,1981-04-26,4,2,0,1.88,185.0,1.98,2.27,0.39,4.07,0.48,1.0,1.0,0.12,0.0,0.67
Brian Johnston,1.91,230.0,1.91,Orthodox,10.09,1987-06-25,5,5,0,1.91,230.0,1.91,3.18,0.72,8.19,0.75,2.27,0.67,0.75,1.14,0.5
Brian Kelleher,1.68,135.0,1.68,Switch,33.42,1986-08-19,20,10,0,1.68,135.0,1.68,7.53,0.55,6.98,0.5,1.28,0.29,0.08,0.64,0.67
Brian Melancon,1.73,170.0,1.83,Orthodox,31.25,1982-05-28,7,3,0,1.73,170.0,1.83,5.26,0.55,3.78,0.35,2.02,1.0,0.33,0.0,0.7
Brian Ortega,1.73,145.0,1.75,Switch,27.8,1991-02-21,14,1,0,1.73,145.0,1.75,4.74,0.34,9.47,0.5,0.49,0.14,0.3,0.74,0.93
Brian Stann,1.85,205.0,1.88,Orthodox,32.44,1980-09-24,12,6,0,1.85,205.0,1.88,5.93,0.56,6.39,0.6,0.0,0.0,0.35,0.0,0.67
Brianna Van Buren,1.52,115.0,1.57,Southpaw,25.94,1993-08-04,9,2,0,1.52,115.0,1.57,5.87,0.43,2.0,0.41,3.0,0.75,0.67,0.0,0.82
Bristol Marunde,1.85,170.0,1.8,Orthodox,31.29,1982-04-20,12,9,0,1.85,170.0,1.8,0.0,0.0,7.5,0.67,0.0,0.0,0.0,0.0,0.57
Brock Jardine,1.8,170.0,1.85,Orthodox,27.63,1985-07-10,9,3,0,1.8,170.0,1.85,1.23,0.33,5.24,0.54,0.0,0.0,0.86,0.84,0.75
Brock Larson,1.8,170.0,1.8,Southpaw,32.25,1977-08-23,33,6,0,1.8,170.0,1.8,3.33,0.63,5.12,0.75,2.76,0.31,0.47,1.38,0.85
Brock Lesnar,1.91,265.0,2.06,Orthodox,38.99,1977-07-12,5,3,0,1.91,265.0,2.06,7.27,0.8,5.06,0.57,2.94,0.41,0.33,0.42,0.62
Brodie Farber,1.85,170.0,1.85,Orthodox,28.43,1980-07-05,14,6,0,1.85,170.0,1.85,1.93,0.49,6.38,0.66,0.9,0.5,0.8,0.9,0.7
Brok Weaver,1.83,170.0,1.85,Southpaw,28.2,1991-12-05,15,4,0,1.83,170.0,1.85,1.49,0.6,12.41,0.78,0.0,0.0,0.5,3.72,0.79
Bruno Korea,1.68,135.0,1.65,0,24.36,1991-06-28,4,2,0,1.68,135.0,1.65,3.64,0.48,4.83,0.58,0.0,0.0,0.75,0.0,0.67
Bruno Santos,1.75,185.0,1.75,Orthodox,27.22,1987-07-17,14,2,0,1.75,185.0,1.75,2.33,0.58,5.67,0.62,3.0,0.38,0.33,0.33,0.88
Bruno Silva,1.63,135.0,1.65,Orthodox,30.0,1990-03-16,10,5,1,1.63,135.0,1.65,3.96,0.56,5.93,0.58,2.68,0.23,0.0,0.0,0.62
Bryan Barberena,1.83,170.0,1.83,Southpaw,30.14,1989-05-03,14,7,0,1.83,170.0,1.83,10.08,0.6,6.83,0.64,0.0,0.0,0.5,0.31,0.67
Bryan Caraway,1.73,135.0,1.73,Orthodox,33.58,1984-08-04,21,10,0,1.73,135.0,1.73,4.79,0.44,5.17,0.52,1.79,0.15,0.38,0.45,0.68
Bryce Mitchell,1.78,145.0,1.78,Southpaw,25.18,1994-10-04,12,1,0,1.78,145.0,1.78,2.69,0.62,1.76,0.52,0.78,0.25,0.0,2.33,0.92
Bubba Bush,1.83,185.0,1.85,Orthodox,30.25,1985-07-24,8,3,0,1.83,185.0,1.85,2.06,0.73,11.69,0.8,2.81,0.5,0.4,0.0,0.73
Bubba McDaniel,1.91,185.0,1.9,Southpaw,30.87,1983-05-03,21,8,0,1.91,185.0,1.9,1.99,0.44,3.02,0.5,1.53,0.5,0.4,0.0,0.72
Buddy Roberts,1.88,185.0,1.88,Orthodox,29.82,1982-10-17,12,3,0,1.88,185.0,1.88,4.38,0.51,3.51,0.38,0.0,0.0,0.24,0.65,0.8
Byron Bloodworth,1.73,135.0,1.75,Orthodox,29.37,1983-08-16,6,3,0,1.73,135.0,1.75,2.19,0.32,6.2,0.53,0.0,0.0,0.0,0.0,0.67
CB Dollaway,1.88,185.0,1.93,Orthodox,35.1,1983-08-10,18,10,0,1.88,185.0,1.93,2.74,0.44,4.93,0.5,1.64,0.33,1.0,1.23,0.64
CJ Fernandes,1.88,170.0,1.88,0,22.86,1977-11-13,14,8,3,1.88,170.0,1.88,6.3,0.67,6.3,0.67,1.5,1.0,1.0,0.0,0.56
CJ Keith,1.83,155.0,1.83,Orthodox,26.45,1986-08-09,8,2,0,1.83,155.0,1.83,2.26,0.7,4.94,0.68,0.0,0.0,0.38,0.0,0.8
CM Punk,1.85,170.0,1.85,Orthodox,39.62,1978-10-26,0,2,0,1.85,170.0,1.85,3.6,0.45,9.0,0.72,0.87,0.11,1.0,0.0,0.0
Cain Carrizosa,1.73,155.0,1.88,Orthodox,28.66,1986-07-22,6,2,0,1.73,155.0,1.88,3.21,0.46,9.63,0.6,0.0,0.0,0.86,0.0,0.75
Cain Velasquez,1.85,240.0,1.96,Orthodox,36.56,1982-07-28,14,3,0,1.85,240.0,1.96,11.88,0.68,4.58,0.5,2.49,0.29,0.17,0.36,0.82
Caio Magalhaes,1.85,185.0,1.85,Orthodox,28.74,1987-12-14,9,3,0,1.85,185.0,1.85,5.84,0.62,4.38,0.54,0.77,0.18,0.32,2.3,0.75
Cal Worsham,1.8,230.0,1.8,Orthodox,8.78,1988-02-26,11,10,0,1.8,230.0,1.8,7.88,0.62,3.09,0.48,2.11,0.5,0.0,0.0,0.52
Cale Yarbrough,1.85,185.0,1.85,Orthodox,21.56,1986-12-27,8,3,0,1.85,185.0,1.85,3.16,0.27,10.0,0.28,0.0,0.0,0.0,0.0,0.73
Callan Potter,1.83,170.0,1.83,Orthodox,35.71,1984-06-09,18,9,0,1.83,170.0,1.83,7.58,0.63,7.3,0.52,3.29,0.67,0.0,0.0,0.67
Calvin Kattar,1.8,145.0,1.83,Orthodox,31.62,1988-03-26,20,4,0,1.8,145.0,1.83,6.25,0.44,6.97,0.45,0.0,0.0,0.29,0.0,0.83
Caol Uno,1.7,155.0,1.78,Southpaw,34.9,1975-05-08,26,15,5,1.7,155.0,1.78,4.31,0.67,4.05,0.64,2.69,0.41,0.88,0.22,0.57
Carla Esparza,1.55,115.0,1.6,0,31.95,1987-10-10,16,6,0,1.55,115.0,1.6,6.59,0.66,6.04,0.69,2.41,0.33,0.54,0.2,0.73
Carlo Pedersoli,1.8,170.0,1.9,Southpaw,25.71,1993-06-08,11,3,0,1.8,170.0,1.9,4.22,0.38,4.46,0.38,2.91,0.44,0.75,0.0,0.79
Carlo Prater,1.8,155.0,1.83,Switch,31.28,1981-06-25,30,12,1,1.8,155.0,1.83,2.85,0.55,7.78,0.75,0.0,0.0,0.43,1.97,0.7
Carlos Barreto,1.93,230.0,1.93,Orthodox,10.93,1986-11-13,14,9,0,1.93,230.0,1.93,7.62,0.7,6.75,0.78,3.75,0.5,1.0,0.0,0.61
Carlos Condit,1.88,170.0,1.9,Orthodox,34.68,1984-04-26,30,13,0,1.88,170.0,1.9,5.42,0.42,3.92,0.53,0.27,1.0,0.75,0.53,0.7
Carlos Eduardo Rocha,1.78,170.0,1.78,Orthodox,30.91,1981-07-12,9,2,0,1.78,170.0,1.78,2.26,0.46,5.32,0.65,0.0,0.0,0.47,1.39,0.82
Carlos Huachin,1.63,135.0,1.7,Southpaw,23.3,1996-06-04,10,5,1,1.63,135.0,1.7,2.3,0.23,5.68,0.53,0.0,0.0,0.33,0.0,0.62
Carlos Newton,1.75,170.0,1.75,Orthodox,27.46,1976-08-17,16,14,0,1.75,170.0,1.75,1.79,0.62,5.4,0.74,1.92,0.54,0.79,1.1,0.53
Carls John De Tomas,1.65,125.0,1.8,Southpaw,21.28,1996-08-28,8,2,0,1.65,125.0,1.8,2.83,0.47,7.31,0.62,1.37,0.33,0.0,0.0,0.8
Carmelo Marrero,1.83,205.0,1.85,Orthodox,28.18,1981-01-26,14,5,0,1.83,205.0,1.85,2.66,0.62,5.73,0.72,2.47,0.4,0.6,0.0,0.74
Caros Fodor,1.75,155.0,1.93,Orthodox,29.13,1984-01-07,7,3,0,1.75,155.0,1.93,5.33,0.63,5.73,0.52,3.0,0.23,0.33,0.0,0.7
Casey Kenney,1.7,135.0,1.73,Southpaw,28.91,1991-03-20,13,2,1,1.7,135.0,1.73,3.31,0.55,4.33,0.54,1.33,0.8,0.58,0.33,0.81
Cat Zingano,1.68,145.0,1.73,Southpaw,36.5,1982-07-01,10,4,0,1.68,145.0,1.73,4.26,0.67,5.69,0.73,2.92,0.56,0.8,0.0,0.71
Cathal Pendred,1.85,170.0,1.9,Orthodox,28.14,1987-09-02,17,5,1,1.85,170.0,1.9,3.59,0.53,3.92,0.5,2.09,0.2,0.21,0.23,0.74
Cesar Arzamendia,1.8,155.0,1.8,0,25.5,1991-01-31,7,4,0,1.8,155.0,1.8,6.5,0.49,6.5,0.49,7.32,0.75,0.0,2.44,0.64
Cesar Marscucci,0.0,0.0,0.0,0,11.77,1987-01-07,2,2,0,1.78,155.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Cezar Ferreira,1.85,185.0,1.98,Southpaw,34.4,1985-02-15,14,8,0,1.85,185.0,1.98,3.09,0.58,5.2,0.59,2.78,0.41,0.24,0.69,0.64
Chad Griggs,1.85,205.0,1.85,Orthodox,34.51,1978-05-15,11,3,0,1.85,205.0,1.85,2.05,0.62,3.28,0.76,3.07,0.5,0.75,0.0,0.79
Chad Laprise,1.78,170.0,1.8,Orthodox,32.38,1986-07-23,14,4,0,1.78,170.0,1.8,7.1,0.49,4.93,0.4,1.3,0.67,1.0,0.0,0.78
Chad Mendes,1.68,145.0,1.68,Orthodox,33.66,1985-05-01,18,5,0,1.68,145.0,1.68,3.98,0.53,4.72,0.48,2.41,0.42,0.75,0.0,0.78
Chad Reiner,1.8,170.0,1.8,Orthodox,25.95,1981-06-29,28,13,0,1.8,170.0,1.8,2.83,0.56,4.66,0.69,0.99,0.33,0.75,1.97,0.68
Chael Sonnen,1.85,205.0,1.88,Southpaw,36.62,1977-04-03,29,14,1,1.85,205.0,1.88,9.43,0.73,7.5,0.73,2.97,0.47,0.38,0.85,0.66
Chan Sung Jung,1.7,145.0,1.83,Orthodox,32.76,1987-03-17,16,5,0,1.7,145.0,1.83,5.91,0.47,4.21,0.47,0.0,0.0,0.33,0.0,0.76
Chance Rencountre,1.88,170.0,1.9,Southpaw,32.84,1986-12-31,14,4,0,1.88,170.0,1.9,2.25,0.29,3.31,0.41,1.35,0.27,0.4,0.34,0.78
Chanmi Jeon,1.65,115.0,1.7,Orthodox,20.07,1997-08-28,5,2,0,1.65,115.0,1.7,6.4,0.32,7.83,0.44,0.0,0.0,0.0,0.0,0.71
Charles Byrd,1.78,185.0,1.85,Orthodox,35.39,1983-10-11,10,6,0,1.78,185.0,1.85,7.91,0.71,3.54,0.46,1.26,0.2,0.0,1.26,0.62
Charles Jourdain,1.75,155.0,1.75,Switch,24.07,1995-11-27,10,2,0,1.75,155.0,1.75,5.3,0.45,5.26,0.52,0.0,0.0,1.0,0.0,0.83
Charles McCarthy,1.78,185.0,1.8,Orthodox,27.7,1980-08-06,10,5,0,1.78,185.0,1.8,0.82,0.3,6.49,0.52,2.47,0.5,0.0,2.47,0.67
Charles Oliveira,1.78,155.0,1.88,Orthodox,30.41,1989-10-17,29,8,0,1.78,155.0,1.88,5.18,0.63,4.61,0.52,1.14,0.5,0.57,2.86,0.78
Charles Rosa,1.75,145.0,1.75,Switch,33.15,1986-08-24,12,3,0,1.75,145.0,1.75,4.93,0.4,6.0,0.57,3.03,0.32,0.43,1.26,0.8
Charlie Brenneman,1.78,155.0,1.83,Orthodox,33.74,1981-02-09,19,8,0,1.78,155.0,1.83,3.9,0.63,3.42,0.7,5.41,0.3,0.2,0.0,0.7
Charlie Valencia,1.6,135.0,1.63,Orthodox,36.5,1974-10-31,12,7,0,1.6,135.0,1.63,3.33,0.5,8.0,0.41,0.0,0.0,0.0,0.0,0.63
Charlie Ward,1.8,170.0,1.85,Orthodox,36.58,1980-12-17,3,3,0,1.8,170.0,1.85,1.97,0.21,3.93,0.3,0.0,0.0,1.0,0.0,0.5
Chas Skelly,1.8,145.0,1.83,Orthodox,34.34,1985-05-11,18,4,0,1.8,145.0,1.83,4.77,0.57,5.97,0.6,1.84,0.36,0.8,1.84,0.82
Chase Gormley,1.91,265.0,1.91,Orthodox,25.04,1985-03-07,7,4,0,1.91,265.0,1.91,2.47,0.35,7.01,0.72,3.09,0.33,0.33,3.09,0.64
Chase Hooper,1.85,145.0,1.88,Southpaw,20.25,1999-09-13,9,0,1,1.85,145.0,1.88,8.1,0.53,0.44,0.33,3.28,0.33,0.0,6.56,0.9
