name,height,weight,reach,age,dob,wins,losses,draws,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
James Head,1.85,170.0,1.85,29.55,1984-02-09,9,3,0,0.0,0.0,4.76,0.62,0.0,,1.0,0.0,0.75
James Irvin,1.88,205.0,1.9,31.89,1978-09-12,15,8,0,5.65,0.56,5.65,0.56,0.0,0.0,0.0,0.0,0.65
James Krause,1.88,170.0,1.85,33.68,1986-06-04,25,9,0,3.93,0.6,5.87,0.53,1.0,0.25,,4.0,0.74
James Lee,1.8,205.0,1.8,34.33,1973-09-22,14,2,0,0.0,0.0,0.0,0.0,20.0,0.5,0.5,0.0,0.88
James McSweeney,1.93,230.0,1.96,29.98,1980-10-24,5,9,0,5.37,0.52,5.37,0.52,0.0,0.0,0.0,0.0,0.36
James Moontasri,1.78,170.0,1.8,28.69,1988-04-10,9,4,0,3.2,0.49,3.2,0.49,0.0,,,0.0,0.69
James Mulheron,1.78,243.0,1.85,29.4,1988-02-20,11,1,0,3.73,0.41,4.8,0.63,0.0,,0.75,0.0,0.92
James Te Huna,1.88,185.0,1.9,34.47,1981-09-29,17,9,0,1.15,0.14,5.75,0.42,0.0,,,0.0,0.65
James Toney,1.75,220.0,1.75,42.01,1968-08-24,0,0,0,1.2,0.67,12.35,0.82,0.0,,1.0,0.0,
James Vick,1.91,155.0,1.93,32.63,1987-02-23,12,5,0,5.78,0.53,8.67,0.54,0.0,,0.0,0.0,0.71
James Wilks,1.85,170.0,1.9,32.45,1978-05-04,7,3,0,3.07,0.7,3.07,0.7,0.0,0.0,0.0,0.0,0.7
James Zikic,1.88,205.0,1.88,25.37,1977-03-01,20,7,2,3.67,0.59,5.47,0.72,0.0,0.0,0.18,1.0,0.69
Jamie Moyle,1.55,115.0,1.65,29.31,1989-03-17,4,2,0,5.0,0.5,5.0,0.5,0.0,0.0,0.0,0.0,0.67
Jamie Mullarkey,1.83,155.0,1.88,25.13,1994-08-17,12,2,0,2.73,0.41,2.73,0.41,3.0,0.2,0.2,1.0,0.86
Jamie Varner,1.73,155.0,1.83,30.17,1984-10-12,21,10,1,2.14,0.4,2.14,0.4,0.0,0.0,0.0,0.0,0.66
Jan Blachowicz,1.88,205.0,1.98,36.98,1983-02-24,25,8,0,4.15,0.42,4.15,0.42,0.0,,,0.0,0.76
Jared Cannonier,1.8,185.0,1.96,35.54,1984-03-16,13,3,0,5.32,0.54,5.32,0.54,0.0,,,0.0,0.81
Jared Gordon,1.75,155.0,1.73,31.19,1988-09-06,14,4,0,4.9,0.39,4.9,0.39,0.0,,,0.0,0.78
Jared Hamman,1.91,185.0,1.9,31.49,1982-03-07,13,5,0,3.16,0.38,4.21,0.31,0.0,0.0,,0.0,0.72
Jared Papazian,1.73,135.0,1.7,24.35,1988-02-01,14,8,0,3.58,0.55,3.58,0.55,0.0,,,0.0,0.64
Jared Rosholt,1.88,265.0,1.9,29.51,1986-08-04,13,3,0,2.4,0.3,2.8,0.35,0.0,0.0,0.0,0.0,0.81
Jarjis Danho,1.91,265.0,1.88,32.89,1983-10-15,6,0,1,4.8,0.57,4.8,0.57,1.0,0.2,0.2,0.0,0.86
Jarred Brooks,1.6,125.0,1.57,25.35,1993-05-02,13,2,0,5.47,0.76,8.07,0.75,2.0,0.5,0.25,1.0,0.87
Jason Black,1.73,155.0,1.73,35.26,1972-07-15,23,3,1,2.87,0.77,8.8,0.78,0.0,0.0,1.0,7.0,0.85
Jason Brilz,1.8,205.0,1.8,36.37,1975-07-07,17,5,1,0.78,0.08,4.69,0.43,0.0,,,0.0,0.74
Jason Day,1.83,185.0,1.83,27.8,1981-05-19,18,12,0,3.92,0.24,7.19,0.42,0.0,,,0.0,0.6
Jason DeLucia,1.8,190.0,1.8,30.32,1969-07-24,32,21,1,0.68,1.0,1.36,1.0,0.0,,0.5,0.0,0.59
Jason Dent,1.78,155.0,1.8,29.44,1980-06-12,21,11,0,5.52,0.55,5.52,0.55,0.0,,,0.0,0.66
Jason Fairn,1.85,230.0,1.85,29.67,1965-04-14,4,4,0,5.41,0.8,5.41,0.8,0.0,,,0.0,0.5
Jason Gilliam,1.83,170.0,1.83,20.05,1987-06-18,14,4,0,2.22,0.56,2.22,0.56,0.0,,,0.0,0.78
Jason Godsey,1.88,230.0,1.88,11.83,1987-11-26,16,15,0,3.76,0.5,3.29,0.78,7.04,1.0,,0.0,0.52
Jason Gonzalez,1.88,155.0,1.88,29.16,1990-02-28,11,4,0,4.55,0.4,3.64,0.57,0.0,,1.0,0.0,0.73
Jason High,1.73,155.0,1.8,32.65,1981-10-12,19,4,0,3.02,0.39,6.16,0.62,5.23,1.0,1.0,0.0,0.83
Jason Knight,1.78,145.0,1.8,26.31,1992-07-14,19,6,0,4.13,0.67,6.53,0.77,0.0,,0.75,0.0,0.76
Jason Lambert,1.91,185.0,1.9,33.26,1975-06-03,24,12,0,0.32,0.33,9.32,0.8,0.0,,1.0,4.74,0.67
Jason MacDonald,1.91,185.0,2.03,36.95,1975-06-03,25,16,0,1.2,0.12,6.02,0.45,0.0,0.0,,0.0,0.61
Jason Miller,1.85,185.0,1.83,31.42,1980-12-24,34,9,0,1.93,0.49,1.93,0.49,0.0,,,2.0,0.79
Jason Novelli,1.83,155.0,1.9,37.41,1979-06-08,11,2,1,3.4,0.34,4.47,0.37,1.0,0.33,,0.0,0.79
Jason Reinhardt,1.68,135.0,1.68,41.79,1969-10-31,20,2,0,0.34,0.67,0.34,0.67,2.57,0.12,0.12,0.0,0.91
Jason Saggo,1.8,155.0,1.8,31.81,1985-11-23,11,4,0,3.93,0.39,3.93,0.39,1.51,0.5,0.5,0.0,0.73
Jason Tan,1.78,170.0,1.78,26.43,1981-12-17,5,2,0,1.92,0.62,1.92,0.62,0.0,0.0,0.0,0.0,0.71
Jason Von Flue,1.83,170.0,1.83,31.05,1975-08-01,13,12,1,4.46,0.82,0.5,0.25,0.0,,1.0,0.0,0.5
Jason Young,1.75,145.0,1.85,26.26,1986-06-28,8,6,0,5.26,1.0,18.42,0.41,0.0,,,0.0,0.57
Javier Vazquez,1.7,145.0,1.75,33.94,1977-07-16,15,5,0,7.13,0.51,1.93,0.37,3.0,0.6,0.0,1.0,0.75
Jay Hieron,1.83,170.0,1.9,36.52,1976-07-29,23,6,0,0.0,0.0,25.0,0.68,0.0,,,0.0,0.79
Jay Silva,1.88,185.0,1.88,22.2,1987-10-29,7,4,1,2.13,0.43,2.13,0.43,0.0,0.0,0.0,0.0,0.58
Jeff Cox,1.78,155.0,1.78,39.67,1968-08-02,10,6,0,1.79,0.6,2.98,0.83,0.0,0.0,0.2,0.0,0.62
Jeff Curran,1.68,135.0,1.75,34.7,1977-09-02,35,14,1,2.07,0.2,3.4,0.33,0.0,0.0,,0.0,0.7
Jeff Hougland,1.7,135.0,1.73,34.28,1978-08-02,9,6,0,4.87,0.82,6.87,0.63,1.0,0.14,1.0,0.0,0.6
Jeff Hughes,1.88,250.0,1.96,31.44,1988-05-17,10,2,0,3.2,0.52,2.87,0.3,0.0,,,0.0,0.83
Jeff Joslin,1.83,170.0,1.83,31.62,1975-04-30,5,2,0,5.53,0.7,3.2,0.6,0.0,,0.5,1.0,0.71
Jeff Monson,1.75,247.0,1.88,35.83,1971-01-18,42,12,1,2.0,0.5,4.0,0.43,0.6,0.08,,1.2,0.76
Jeff Newton,1.88,205.0,1.88,38.94,1966-12-11,4,1,0,0.56,0.33,4.94,0.73,0.0,,1.0,8.47,0.8
Jenel Lausa,1.65,125.0,1.73,29.89,1988-08-01,6,5,0,0.99,0.56,3.75,0.52,0.0,,0.71,0.0,0.55
Jennifer Maia,1.63,125.0,1.63,31.07,1988-10-06,17,5,1,4.93,0.3,7.27,0.5,1.0,0.5,0.0,0.0,0.74
Jens Pulver,1.7,145.0,1.78,31.8,1974-12-06,25,15,0,0.0,0.0,11.25,0.82,0.0,,1.0,0.0,0.62
Jeremy Horn,1.85,185.0,1.88,33.4,1975-08-25,88,20,5,1.47,0.43,8.27,0.74,1.0,1.0,0.7,1.0,0.78
Jeremy Jackson,1.78,170.0,1.78,21.02,1982-09-19,9,4,0,5.88,0.69,7.62,0.86,0.0,,0.46,0.0,0.69
Jeremy Kennedy,1.8,145.0,1.8,25.4,1992-09-16,10,1,0,1.11,0.38,1.11,0.38,0.0,0.0,0.0,0.0,0.91
Jeremy Kimball,1.83,205.0,1.83,27.55,1991-01-03,15,7,0,1.24,0.25,1.24,0.25,0.0,0.0,0.0,0.0,0.68
Jeremy Larsen,1.78,145.0,1.78,29.42,1984-05-18,8,4,0,5.1,0.57,5.1,0.57,2.55,0.5,0.5,0.0,0.67
Jeremy Stephens,1.75,145.0,1.8,33.4,1986-05-25,28,16,0,6.6,0.63,9.07,0.64,3.0,0.75,0.0,0.0,0.64
Jermaine Andre,1.7,200.0,1.7,12.1,1988-02-04,14,3,0,2.87,0.66,7.51,0.79,0.0,,0.5,0.0,0.82
Jerrod Sanders,1.73,135.0,1.83,36.77,1979-10-01,15,2,0,4.81,0.64,4.81,0.64,2.26,0.33,0.33,0.0,0.88
Jerry Bohlander,1.8,199.0,1.8,24.9,1974-02-12,10,3,0,5.19,0.71,7.85,0.59,0.0,,0.86,0.0,0.77
Jess Liaudin,1.75,170.0,1.83,19.67,1989-02-16,18,11,0,3.87,0.81,3.87,0.81,1.0,1.0,1.0,2.0,0.62
Jessamyn Duke,1.8,135.0,1.85,29.08,1986-06-24,3,2,0,3.6,0.55,3.6,0.55,2.0,0.67,0.67,3.0,0.6
Jesse Bongfeldt,1.83,185.0,1.83,30.79,1980-08-28,15,5,0,3.47,0.61,3.47,0.61,0.0,,,0.0,0.75
Jesse Forbes,1.88,185.0,1.9,25.59,1984-10-24,15,4,0,2.73,0.33,2.73,0.5,13.64,1.0,,13.64,0.79
Jesse Lennox,1.75,170.0,1.83,28.26,1982-03-10,14,3,0,3.05,0.35,5.23,0.5,1.02,1.0,0.0,0.0,0.82
Jesse Ronson,1.78,155.0,1.83,28.15,1985-12-24,19,7,0,3.73,0.43,3.73,0.43,0.0,0.0,0.0,0.0,0.73
Jesse Sanders,1.83,170.0,1.83,25.85,1983-05-26,22,5,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.81
Jesse Taylor,1.83,170.0,1.85,25.54,1983-01-02,33,14,0,6.3,0.62,6.3,0.62,3.78,0.33,0.33,0.0,0.7
Jessica Aguilar,1.6,115.0,1.6,36.89,1982-05-08,20,7,0,4.2,0.5,8.6,0.61,0.0,0.0,0.0,1.0,0.74
Jessica Andrade,1.55,115.0,1.57,27.93,1991-09-25,20,6,0,5.71,0.33,41.43,0.76,0.0,,,0.0,0.77
Jessica Eye,1.68,125.0,1.68,33.38,1986-07-27,15,7,0,6.67,0.51,4.6,0.51,0.0,0.0,0.29,0.0,0.68
Jessica Penne,1.65,115.0,1.7,34.23,1983-01-30,12,5,0,4.73,0.39,4.73,0.39,1.0,0.5,0.5,0.0,0.71
Jessica Rakoczy,1.7,115.0,1.73,38.03,1977-04-14,2,4,0,4.0,0.48,3.33,0.37,1.0,0.2,1.0,1.0,0.33
Jessica-Rose Clark,1.65,125.0,1.63,31.95,1987-11-28,8,6,0,4.73,0.44,6.87,0.42,0.0,0.0,0.0,0.0,0.57
Jessin Ayari,1.83,155.0,1.85,26.41,1992-05-31,15,5,0,4.27,0.46,5.0,0.43,0.0,,,0.0,0.75
Jesus Pinedo,1.78,155.0,1.78,22.75,1996-06-22,15,5,1,2.47,0.32,5.0,0.54,0.0,,,0.0,0.71
Ji Yeon Kim,1.7,125.0,1.83,29.96,1989-10-18,9,1,2,8.32,0.45,5.31,0.38,0.0,,0.5,0.0,0.75
Jianping Yang,1.7,145.0,1.65,25.74,1988-11-27,7,3,1,1.6,0.29,2.73,0.4,1.0,0.25,0.67,0.0,0.64
Jim Alers,1.75,145.0,1.8,29.77,1986-10-14,12,3,0,3.27,0.45,3.27,0.45,4.0,0.4,0.4,0.0,0.8
Jim Miller,1.73,155.0,1.8,36.46,1983-08-30,30,14,0,4.4,0.5,8.0,0.52,0.0,0.0,1.0,0.0,0.68
Jim Mullen,1.85,215.0,1.85,17.48,1979-08-16,0,1,0,0.5,0.57,7.85,0.81,0.0,,1.0,0.0,0.0
Jimi Manuwa,1.85,205.0,2.01,39.28,1980-02-18,16,6,0,2.56,0.67,2.56,0.67,0.0,,,0.0,0.73
Jimmie Rivera,1.63,135.0,1.73,29.94,1989-06-29,20,4,0,5.07,0.39,3.87,0.3,0.0,0.0,0.33,0.0,0.83
Jimmy Crute,1.88,205.0,1.88,23.97,1996-03-04,10,1,0,3.74,0.57,2.01,0.7,34.48,0.8,,4.31,0.91
Jimmy Wallhead,1.78,170.0,1.85,33.22,1984-03-14,29,10,0,3.37,0.2,9.69,0.61,0.0,0.0,0.0,0.0,0.74
Jimy Hettes,1.75,145.0,1.8,27.86,1987-06-09,10,3,0,3.4,0.71,3.4,0.71,3.0,0.33,0.33,0.0,0.77
Jingliang Li,1.83,170.0,1.8,31.97,1988-03-20,16,6,0,1.07,0.25,8.2,0.65,2.0,0.67,0.57,0.0,0.73
Jinsoo Son,1.68,135.0,1.75,26.3,1993-04-01,9,3,0,7.07,0.5,11.93,0.59,2.0,0.4,0.0,0.0,0.75
Joachim Christensen,1.91,205.0,1.93,38.63,1978-11-07,14,5,0,2.08,0.33,2.08,0.33,0.0,0.0,0.0,0.0,0.74
Joanna Jedrzejczyk,1.68,115.0,1.65,32.55,1987-08-18,15,4,0,7.84,0.53,6.8,0.41,0.0,,0.12,0.0,0.79
Joanne Calderwood,1.68,125.0,1.65,33.71,1985-12-23,14,3,0,10.53,0.54,10.53,0.54,2.0,0.5,0.5,0.0,0.82
Joao Pierini,1.85,155.0,1.85,30.53,1971-12-11,4,0,0,0.76,0.14,4.55,0.67,0.0,,,0.0,1.0
Joao Roque,1.68,155.0,1.68,28.88,1971-07-22,7,1,4,0.33,0.08,0.33,0.08,1.0,0.06,0.06,0.0,0.58
Joao Zeferino,1.8,170.0,1.85,27.64,1986-01-15,13,5,0,1.33,0.54,1.33,0.54,1.0,0.06,0.06,0.0,0.72
Joaquim Silva,1.73,155.0,1.75,30.49,1989-02-05,10,3,0,2.68,0.27,3.75,0.55,0.0,,,0.0,0.77
Joby Sanchez,1.68,135.0,1.73,27.38,1991-06-24,11,3,0,5.67,0.55,4.53,0.4,0.0,0.0,0.0,0.0,0.79
Jocelyn Jones-Lybarger,1.7,115.0,1.63,31.28,1985-10-04,6,3,0,2.42,0.38,6.52,0.57,0.0,0.0,1.0,0.0,0.67
Jodie Esquibel,1.55,115.0,1.63,33.28,1986-05-07,6,5,0,4.6,0.44,4.6,0.44,3.0,0.38,0.38,0.0,0.55
Joe Brammer,1.73,155.0,1.73,26.77,1983-08-23,7,2,1,3.4,0.42,3.4,0.42,1.0,0.5,0.5,0.0,0.7
Joe Charles,1.85,260.0,1.85,28.93,1969-01-15,5,13,0,0.25,1.0,0.0,,0.0,,1.0,0.0,0.28
Joe Doerksen,1.83,185.0,1.9,33.17,1977-10-09,47,15,0,9.0,0.83,9.0,0.83,0.0,,,2.0,0.76
Joe Duffy,1.78,155.0,1.85,31.07,1988-02-18,15,4,0,1.6,0.34,5.33,0.64,1.0,0.33,0.75,0.0,0.79
Joe Ellenberger,1.75,155.0,1.83,29.71,1985-03-28,14,2,0,2.61,0.49,2.61,0.49,3.36,0.6,0.6,0.0,0.88
Joe Gigliotti,1.8,185.0,1.75,23.32,1993-08-13,7,1,0,1.43,0.29,1.43,0.29,3.57,1.0,1.0,0.0,0.88
Joe Jordan,1.68,155.0,1.68,27.95,1978-07-27,49,12,2,2.88,0.35,2.88,0.35,0.0,,,0.0,0.78
Joe Lauzon,1.78,155.0,1.8,35.41,1984-05-22,27,16,0,18.06,0.72,5.16,0.42,9.68,0.5,,0.0,0.63
Joe Merritt,1.83,170.0,1.85,31.31,1984-03-07,6,0,0,2.27,0.68,2.27,0.68,0.0,0.0,0.0,0.0,1.0
Joe Moreira,1.8,195.0,1.8,9.67,1987-11-26,2,1,0,9.5,0.95,14.25,0.87,5.62,1.0,,0.0,0.67
Joe Pardo,1.85,210.0,1.85,10.08,1988-04-14,4,5,0,0.91,0.59,4.36,0.51,0.0,0.0,1.0,1.36,0.44
Joe Proctor,1.78,155.0,1.83,31.7,1985-08-10,11,4,0,2.29,0.35,2.29,0.35,0.0,,,0.0,0.73
Joe Riggs,1.83,185.0,1.78,33.41,1982-09-23,40,17,0,0.0,,0.0,,0.0,,,0.0,0.7
Joe Slick,1.83,199.0,1.83,22.49,1977-10-17,15,5,3,1.76,0.72,1.76,0.72,0.0,,,5.04,0.65
Joe Solecki,1.75,155.0,1.78,26.28,1993-08-27,8,2,0,11.8,0.82,1.33,0.61,4.0,0.8,,0.0,0.8
Joe Son,1.63,236.0,1.63,24.07,1970-11-22,0,3,0,1.47,1.0,3.66,0.62,5.49,1.0,,5.49,0.0
Joe Soto,1.68,135.0,1.65,30.87,1987-03-22,18,6,0,0.91,0.5,0.91,0.5,0.0,0.0,0.0,0.0,0.75
Joe Stevenson,1.7,145.0,1.78,29.03,1982-06-15,31,13,0,1.93,0.37,1.93,0.37,0.0,0.0,0.0,1.0,0.7
Joe Vedepo,1.83,185.0,1.83,20.18,1989-01-26,11,4,0,6.32,0.6,6.84,0.62,7.89,1.0,,0.0,0.73
Joe Veres,1.7,155.0,1.7,30.2,1977-11-09,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
Joel Alvarez,1.91,155.0,1.96,25.25,1994-03-02,16,1,0,11.8,0.77,11.8,0.77,0.0,,,0.0,0.94
Joel Sutton,1.8,205.0,1.8,6.5,1989-03-09,1,4,1,,,,,,,,,0.17
Joey Beltran,1.85,185.0,1.9,31.84,1981-12-08,14,9,0,5.73,0.37,5.73,0.37,1.0,0.25,0.25,0.0,0.61
Joey Gambino,1.7,145.0,1.7,23.96,1988-10-26,9,1,0,3.93,0.46,3.93,0.46,0.0,0.0,0.0,1.0,0.9
Joey Gilbert,1.8,155.0,1.8,24.91,1976-06-05,2,2,0,2.22,0.73,2.22,0.73,0.0,0.0,0.0,0.0,0.5
Joey Gomez,1.78,155.0,1.8,27.05,1989-08-29,7,0,0,4.4,0.42,5.07,0.48,0.0,,0.71,0.0,1.0
Joey Roberts,1.88,200.0,1.88,13.28,1985-11-21,4,2,0,3.29,0.55,1.4,0.54,1.5,0.5,1.0,2.99,0.67
John Albert,1.73,135.0,1.73,26.79,1986-10-13,7,4,0,1.15,0.53,3.71,0.88,0.0,,0.5,5.75,0.64
John Alessio,1.78,155.0,1.83,33.01,1979-07-05,34,15,0,4.2,0.47,5.47,0.64,0.0,0.0,0.43,0.0,0.69
John Allan,1.91,205.0,1.9,26.39,1993-02-22,13,5,0,5.0,0.49,6.33,0.51,4.0,0.67,,3.0,0.72
John Campetella,1.75,235.0,1.75,8.4,1988-02-18,0,0,0,5.44,0.8,5.44,0.8,0.0,0.0,0.0,0.0,
John Cholish,1.8,155.0,1.83,29.42,1983-12-17,7,3,0,1.19,0.35,1.19,0.35,0.0,0.0,0.0,0.0,0.7
John Dodson,1.6,135.0,1.68,35.39,1984-09-26,21,11,0,5.55,0.63,6.62,0.55,0.0,,1.0,0.0,0.66
John Dowdy,1.83,216.0,1.83,14.8,1980-06-19,0,1,0,,,,,,,,,0.0
John Gunderson,1.75,155.0,1.75,31.69,1979-01-05,32,11,2,1.6,0.26,6.53,0.55,0.0,0.0,1.0,2.0,0.71
John Gunther,1.75,155.0,1.83,32.96,1985-11-24,7,1,0,0.51,0.25,0.51,0.25,0.0,,,0.0,0.88
John Halverson,1.75,155.0,1.75,35.48,1972-09-08,16,6,0,7.87,0.66,7.87,0.61,0.0,,0.2,2.0,0.73
John Hathaway,1.85,170.0,1.9,26.61,1987-07-23,16,2,0,4.71,0.41,4.71,0.41,1.36,0.17,0.17,0.0,0.89
John Howard,1.7,170.0,1.8,32.78,1983-03-01,22,12,0,4.11,0.39,8.04,0.57,8.41,1.0,,0.0,0.65
John Lewis,1.83,155.0,1.83,15.43,1985-06-13,2,4,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.22
John Lineker,1.6,135.0,1.7,28.87,1990-06-12,31,8,0,7.07,0.41,7.07,0.41,1.0,0.5,0.5,1.0,0.79
John Lober,1.8,199.0,1.8,30.64,1968-02-26,5,8,4,1.43,0.61,1.43,0.61,5.87,0.75,0.75,1.96,0.29
John Maguire,1.75,155.0,1.75,30.08,1983-05-19,17,6,0,4.4,0.69,7.87,0.63,3.0,0.43,0.0,0.0,0.74
John Makdessi,1.73,155.0,1.73,34.86,1985-05-03,16,7,0,4.53,0.55,4.53,0.55,0.0,,,0.0,0.7
John Marsh,1.83,265.0,1.83,34.59,1970-09-15,8,6,0,2.67,0.69,5.67,0.73,1.0,1.0,0.25,1.0,0.57
John Matua,1.88,400.0,1.88,16.91,1978-08-17,1,3,0,0.0,,0.0,,0.0,,,0.0,0.25
John Moraga,1.68,125.0,1.68,34.43,1984-03-20,18,7,0,2.34,0.58,2.34,0.58,0.0,0.0,0.0,1.85,0.72
John Phillips,1.8,185.0,1.9,34.3,1985-06-09,22,8,0,17.86,0.62,17.86,0.62,0.0,,,0.0,0.73
John Salter,1.85,185.0,1.88,25.44,1985-03-21,8,1,0,4.22,0.47,4.22,0.47,4.36,0.67,0.67,0.0,0.89
John Teixeira,1.7,145.0,1.7,25.6,1986-11-18,14,0,1,3.93,0.4,3.93,0.4,1.0,0.17,0.17,0.0,0.93
Johnny Bedford,1.78,135.0,1.8,31.69,1983-01-06,19,12,1,2.69,0.56,2.26,0.52,0.0,,0.5,0.0,0.59
Johnny Case,1.78,155.0,1.83,27.99,1989-06-28,20,6,0,6.13,0.36,6.13,0.36,0.0,0.0,0.0,0.0,0.77
Johnny Eduardo,1.7,135.0,1.8,39.83,1978-08-03,28,11,0,5.07,0.42,4.52,0.34,0.0,0.0,,0.0,0.72
Johnny Rees,1.83,170.0,1.83,26.14,1982-10-21,12,3,0,5.61,0.75,4.24,0.79,1.72,0.25,0.5,0.0,0.8
Johnny Rhodes,1.83,210.0,1.83,8.13,1986-01-24,0,0,0,3.57,0.44,4.46,0.42,0.0,,,0.0,
Johnny Walker,1.98,205.0,2.08,27.96,1992-03-30,16,5,0,6.07,0.81,8.53,0.86,0.0,,0.38,0.0,0.76
Johny Hendricks,1.75,185.0,1.75,34.15,1983-09-12,17,8,0,4.23,0.5,7.68,0.54,0.0,0.0,,0.0,0.68
Jon Delos Reyes,1.68,125.0,1.7,28.18,1987-08-19,8,4,0,2.83,0.35,5.11,0.45,4.89,0.75,0.4,0.0,0.67
Jon Fitch,1.83,170.0,1.93,34.94,1978-02-24,26,5,1,2.4,0.65,2.4,0.65,0.0,,,1.0,0.81
Jon Hess,2.01,295.0,2.01,6.52,1988-09-29,0,1,0,21.74,0.73,21.74,0.73,0.0,,,0.0,0.0
Jon Jones,1.93,205.0,2.13,32.56,1987-07-19,25,1,0,4.28,0.63,4.28,0.63,1.2,0.22,0.22,0.0,0.96
Jon Koppenhaver,1.8,170.0,1.8,26.48,1981-11-30,11,3,0,2.15,0.67,1.08,0.33,0.0,,1.0,0.0,0.79
Jon Madsen,1.83,240.0,1.83,30.69,1980-02-12,6,1,0,11.11,0.57,11.11,0.57,8.33,1.0,1.0,0.0,0.86
Jon Manley,1.85,170.0,1.9,26.63,1986-07-07,7,2,0,2.33,0.31,6.47,0.61,1.0,0.08,0.8,0.0,0.78
Jon Olav Einemo,1.98,253.0,1.98,36.13,1975-12-10,6,2,0,5.67,0.87,3.87,0.76,0.0,,0.6,0.0,0.75
Jon Tuck,1.8,155.0,1.85,33.99,1984-08-28,9,5,0,2.6,0.48,2.6,0.48,0.0,0.0,0.0,1.0,0.64
Jonathan Brookins,1.83,145.0,1.85,26.51,1985-08-13,14,5,0,11.76,0.64,4.58,0.44,9.8,1.0,,0.0,0.74
Jonathan Goulet,1.83,170.0,1.85,30.82,1979-07-13,22,12,0,2.98,0.63,2.51,0.73,9.4,0.8,,0.0,0.65
Jonathan Martinez,1.73,135.0,1.78,25.8,1994-04-20,11,2,0,4.93,0.49,4.93,0.49,0.0,0.0,0.0,0.0,0.85
Jonathan Meunier,1.91,170.0,1.9,29.31,1987-08-04,8,0,0,7.0,0.56,2.2,0.31,1.0,0.33,0.25,0.0,1.0
Jonathan Pearce,1.83,155.0,1.8,27.46,1992-05-01,9,3,0,5.16,0.42,5.16,0.42,0.0,,,0.0,0.75
Jonathan Wiezorek,1.91,250.0,1.91,26.14,1978-02-10,10,2,0,7.92,1.0,8.99,0.88,3.21,0.25,,0.0,0.83
Jonathan Wilson,1.88,205.0,1.9,30.26,1987-07-17,6,3,0,1.13,0.28,5.33,0.66,0.0,,0.33,0.0,0.67
Jonavin Webb,1.78,170.0,1.8,26.82,1989-04-28,8,1,0,2.4,0.39,4.73,0.47,3.0,0.38,0.6,0.0,0.89
Jordan Espinosa,1.68,125.0,1.75,30.21,1989-11-08,13,7,0,0.78,0.15,0.78,0.15,0.0,,,0.0,0.65
Jordan Griffin,1.78,145.0,1.85,30.0,1990-02-28,18,6,0,2.32,0.71,10.54,0.76,0.0,0.0,1.0,5.21,0.75
Jordan Johnson,1.88,205.0,2.01,29.82,1988-11-18,9,0,0,9.65,0.67,9.65,0.67,7.89,0.75,0.75,5.26,1.0
Jordan Mein,1.83,170.0,1.85,28.8,1989-10-10,30,12,0,1.8,0.51,1.8,0.51,3.0,0.75,0.75,0.0,0.71
Jordan Radev,1.7,185.0,1.7,31.25,1976-09-28,23,4,0,3.27,0.42,3.27,0.42,0.0,,,0.0,0.85
Jordan Rinaldi,1.78,145.0,1.83,31.47,1987-09-25,14,6,0,2.0,0.29,2.0,0.29,0.0,0.0,0.0,0.0,0.7
Jorge Gurgel,1.7,155.0,1.75,31.81,1977-01-25,14,8,0,6.07,0.41,6.07,0.41,1.0,0.25,0.25,0.0,0.64
Jorge Lopez,1.78,170.0,1.78,23.48,1988-11-21,11,2,0,2.6,0.54,2.6,0.54,4.0,0.29,0.29,0.0,0.85
Jorge Masvidal,1.8,170.0,1.88,34.97,1984-11-12,34,13,0,7.6,0.62,8.33,0.64,1.0,1.0,0.0,0.0,0.72
Jorge Patino,1.73,170.0,1.73,25.43,1973-08-05,25,12,1,1.62,0.23,5.46,0.62,1.15,0.17,1.0,1.15,0.66
Jorge Rivera,1.85,185.0,1.85,39.89,1972-02-28,18,9,0,5.21,0.71,5.21,0.71,0.0,,,0.0,0.67
Jorge Santiago,1.85,170.0,1.88,32.36,1980-10-09,24,11,0,3.47,0.39,3.47,0.39,0.0,,,0.0,0.69
Jorge de Oliveira,1.73,155.0,1.8,35.16,1980-01-22,7,1,0,3.44,0.69,3.44,0.69,0.0,,,0.0,0.88
Jose Aldo,1.7,135.0,1.78,33.26,1986-09-09,27,6,0,4.2,0.41,3.93,0.43,0.0,,0.5,0.0,0.82
Jose Maria,1.65,125.0,1.65,33.84,1982-01-04,33,4,0,4.13,0.6,4.13,0.6,2.25,0.33,0.33,2.25,0.89
Jose Quinonez,1.73,135.0,1.75,29.61,1990-07-28,9,3,0,0.0,0.0,8.87,0.82,0.0,,,0.0,0.75
Jose Torres,1.63,125.0,1.65,26.0,1992-08-02,7,1,0,7.96,0.39,7.96,0.39,0.0,,,0.0,0.88
Joseph Benavidez,1.63,125.0,1.65,35.58,1984-07-31,27,6,0,6.67,0.49,6.67,0.49,0.0,0.0,0.0,0.0,0.82
Joseph Morales,1.68,125.0,1.75,24.22,1994-08-22,8,2,0,1.87,0.39,1.87,0.39,1.0,1.0,1.0,4.0,0.8
